CATEGORY	TITLE
b	South African Credit Rating Downgrade Looms: Chart of the Day
e	Zac Efron - Zac Efron is dating Halston Sage
b	US STOCKS-Wall St sharply cuts gains as biotechs plunge
e	Ultra Music Festival 2014: The Weekend Event's Most Memorable Moments
t	REFILE-Hackers steal Domino's Pizza customer data in Europe, ransom sought
b	Samsung Electronics says Q2 operating profit likely fell 24.5 pct
m	Obese Breast Cancer Patients Have Higher Death Risk, Study Says
b	TREASURIES-10-year yields tumble to 10-month low in line with Germany
b	US FBI conducting a probe into Herbalife-source
b	Google Q1 Internet revenue grows 19 percent
e	Randall Bambrough - Preparations begin for L'Wren Scott's funeral
m	Two Stem-Cell Studies Face Retraction on Researcher Doubt
b	BOE Sees Risk of Further Pound Gain as UK Economy Recovers (1)
b	Samsung Electronics' first quarter guidance slightly below forecasts
b	EBay's Donahoe Dined With Icahn to Spur Thaw Before Deal
b	REFILE-Threat of new claims in Argentina debt fight
t	Dem Mayors In Red States To Fight Climate Change As GOP Leaders Question  ...
b	WASHINGTON (AP) — The United States is urging Turkey to restore access to  ...
b	FOREX-Euro on defensive after dovish ECB talk, kiwi flies
b	China blames Vietnam for sea collisions, but calls for talks
b	Tepco Seeks Bids for Thermal Power as Nuclear Plants Stay Idled
b	RPT- FOREX-Euro at 2-month high, tests ECB's resolve on currency
m	Ohio Mumps Outbreak Up To 56 Reported Cases
b	UPDATE 3-Swiss, UK watchdogs step up scrutiny on forex traders
e	Frieze New York 2014
e	'Harry Potter' Spinoff 'Fantastic Beasts' Is Getting A Trilogy
e	Miley Cyrus Pays Tribute To Her Late Dog Floyd By Getting New Tattoo
t	Facebook Study May Have Violated Principles Of Academic Research, Journal  ...
e	Kim Kardashian And Kanye West Hold Off On Celebrating North's First Birthday
b	Johnson Controls to Spin Off Automotive Interiors Into Venture
e	'Walking Dead Season 5' Poster Revealed: Survive. Just Survive
b	Hardcore Capitalists Warn That Climate Change Is A
e	Pope Francis rang the divorced woman after she wrote to him for advice
e	UPDATE 1-Jagger and family remember L'Wren Scott at LA funeral
e	John Wayne - John Wayne's Relatives Fighting For Duke Trademark For  ...
b	Fed could fall behind the curve, Bullard warns
b	Williams to Buy Access Midstream Partners for $5.99 Billion Cash
b	HTC Returns to Profit as Cost Cuts Offset Sales Miss
e	Tracy Morgan - Tracy Morgan is 'doing better' after crash
e	Chris Brown's mother Joyce and Karrueche Tran arrive at court... but trial is  ...
m	Air Traffic Controllers Still Face Schedules That Can Cause Fatigue
t	'Whale Buffet' In Japan As Whaling Supporters Vow To Defy World Court Ruling
e	Mrs - Mara Wilson Against Mrs. Doubtfire Sequel
e	'We've chosen conscious uncoupling': Colin Firth drops out of Paddington movie  ...
b	Rhode Island would be 'junk' if Schilling debt defaults-analysis
e	Shia LaBeouf arrested for disorderly conduct
b	Freddie Mac to pay US Treasury $4.5 billion on quarterly profit
b	ACA's Fourth Birthday: A Good Reason to Celebrate
b	Barclays axes 19000 jobs including 7000 investment bankers
e	I DON'T Wanna Hold Your Hand! Paul McCartney Infection Leads To Hospital Stay
e	Morrissey - Morrissey cancels remaining US tour dates
t	The Right to Rewrite Your Personal History
b	GLOBAL MARKETS-Shares, dollar tumble on Ukraine anxiety
b	PRECIOUS-Gold slips as dollar firms on strong US data, rate hike talk
e	North West Celebrates Her 1st Birthday, And Oh, What A Year She's Had
b	Economy shrank 2.9percent in first quarter of 2014 - the steepest decline since  ...
b	PRESS DIGEST--Sunday British Business - May 11
e	Jonah Hill And The Art Of Apologizing Like An Alright Human Being
e	Madonna - Madonna to direct new movie
m	UPDATE 1-Scale of Guinea's Ebola epidemic unprecedented -aid agency
m	UPDATE 1-FDA approves Anacor Pharma's drug for nail infection
b	Goldman Sachs shareholders approve pay plan for top executives
b	ECB's Constancio - concerned by low inflation, sees no deflation
b	Jobless Claims in US Decreased Last Week as Labor Market Heals
e	'The Other Woman' Review: It Has Zip But Little Else
e	Michael Strahan Officially Joins 'Good Morning America'
b	Pound Falls Most in Three Months as Rally to 4-Year High Wanes
b	Allergan Board Says Valeant Tender Offer Is `Inadequate'
t	Mars InSight mission will drill deep beneath planet's crust for the first time
b	American Apparel Investor Not Planning to Support Charney
b	Teva Gets US High Court Hearing on Generic Copaxone Delay (4)
b	FOREX-Dollar dips in wake of jobs data; ECB comments lift euro
e	Pregnant Hayden Panettiere reveals she's having a girl while glittering in silver  ...
b	UPDATE 2-US government rolls back proposed Medicare Advantage cut
b	UPDATE 1-AT&T tells US lawmakers DirecTV deal is not Comcast/Time Warner
b	Deaths fell after Massachusetts healthcare overhaul: study
b	Euro recovers after inflation dip fails to impress
b	UK Treasury Raises 4.2 Billion Pounds in Sale of Lloyds Shares
t	UPDATE 3-US Senate panel sets April 2 hearing on GM auto recalls
e	'Veronica Mars' Was Originally A Boy, Says Creator Rob Thomas
b	UPDATE 5-Candy Crush maker King Digital shares sour in market debut
b	GLOBAL MARKETS-Asian shares hit 6-1/2 year high, dollar steady before Fed
b	German Stocks Tarred by War Find Buyers at Record Value
e	Pop's ladies lead MTV VMAs with raunchy moves and tears
b	AbbVie's Gonzalez Seeks Quick Diversity With Shire Offer
e	Mila Kunis kisses Channing Tatum in new Jupiter Ascending trailer
e	'I'm not allowed to cut it': Game Of Thrones hunk Kit Harington reveals Jon  ...
b	Daum Communications says to merge with Kakao Corp
b	REFILE-IBM to bet $3 bln over 5 years hoping for breakthrough in chips
b	Malaysian Air Calls for System to Ensure Safety in Travel
b	US STOCKS-Wall St edges up as Intel leads gains in tech
m	Foreclosures Linked To Higher Suicide Rates: Study
b	UPDATE 1-Yahoo Japan drops $3.2 bln plan to buy eAccess from SoftBank
t	Is your internet connection fast enough? regulator launches probe into online  ...
t	UPDATE 2-Apple slice: Share split makes joining the Dow more likely
e	Lindsay Lohan Plays A Bridezilla On '2 Broke Girls'
e	Proving she's one of the glitterati! Naomi Campbell dazzles in plunging silver  ...
e	No rest for the wicked! Kate Hudson jets out of Los Angeles... just one day after  ...
e	'Insurgent' Has Officially Been Given The Green Light For 2015, Not That You  ...
b	Quick-Thinking Pilot Aborts Landing, Jukes Out Of Close Encounter On Spanish  ...
e	L'Wren Scott Is Laid To Rest In Los Angeles Funeral Attended By Mick Jagger  ...
b	Fiat Says Ciao to Italy as Merger With Chrysler Ends Era: Cars
b	WRAPUP 3-Fannie Mae, Freddie Mac post profits driven by legal settlements
m	FDA To Propose E-Cigarette Regulations For The First Time
e	What happens when 20 complete strangers lock lips for the first time
e	Home > Robert Downey Jr > Robert Downey, Jr. And Wife Expecting Second  ...
b	Argentina's Debt Appeal Dies at US Supreme Court
b	Alibaba Keeps NYSE, Nasdaq Waiting for Listing Venue
e	Bowe Bergdahl the movie? Zero Dark Thirty team rumoured to be in discussion  ...
e	Welcome To The Hotel Andersonia
e	Eva Longoria steps out in figure-hugging blue jumpsuit in Cannes
b	American Students Aren't Great With Finance Or Managing Money
e	Responding to Ann Hornaday and the Trappings of Misguided Feminism
e	"Clint Eastwood: ""Eli Wallach Was A Wonderful Guy and Actor"""
m	Alzheimer's May Be Thwarted by Renewal of Fetal-Brain Protein
m	Fed Up documentary claims it's sugar causing massive rates of obesity
t	"There is no meaningful difference between Tea Party and ""establishment  ..."
m	UPDATE 2-Head of Jeddah hospital replaced as Saudi fights MERS virus
e	Obama Calls Ellen's Oscars Selfie A 'Pretty Cheap Stunt'
m	#YesAllWomen Includes Mothers of Children with Mental Illness
e	'Fantastic Beasts and Where to Find Them' To Be Filmed in The U.K
m	National Women's Health Week: Breast Cancer Treatment -- Mastectomy Is Not  ...
b	NYC Transit Worker Deal Offers Raises Without MTA Fare Increases
b	UPDATE 2-Chipotle raising prices as steak, avocados, cheese costs rise
e	Anita Baker Warrant Issued In Dispute Over Decorating Work Done In Singer's  ...
b	UPDATE 2-Tiffany raises forecast as new jewelry collections sparkle
e	Kim Kardashian Wedding Dress Details Emerge
e	CORRECTED-Singer-producer Pharrell Williams to join NBC show 'The Voice'
e	Dolce & Gabbana Are Going To Jail For A While
b	Toyota sees 2.4 pct drop in FY 2014/15 net profit, below estimates
b	Ousted Symantec CEO may get $18.5 mln in severance payment
e	Started Something I Couldn't Finish: Morrissey Cancels US Tour After Virus
e	Ian Ziering - Ian Ziering says being away from his kids is 'torture'
b	Camera Captures Close Call On Barcelona Runway
e	Britney Spears looks the worse for wear as she jets out of LAX
b	UPDATE 3-BES seeks capital as key staff suspended after massive losses
e	Neil Young to take on Apple with Pono Music player and download store
e	Taylor Swift - Taylor Swift named Billboard's 'Top Money Maker'
t	Google Glass Products Coming From Ray-Ban Eyewear Maker
e	Lana Del Rey Is On Fire In Surreal 'West Coast' Video...Literally
e	BLOGS OF THE DAY: Brad Pitt returns to World War II
e	Cameron Diaz and Jason Segel have big problems in X-rated Sex Tape trailer
e	Keith Richards, Billy Crystal, The Fonz: The Celebrity Children's Book Author Club
m	Windshield Washer Fluid Sprays Germs Tied to Deadly Legionnaires
e	Madonna Set To Direct New Film Adaptation Of 'Ade: A Love Story'
b	WRAPUP 1-US economy contracts sharply, consumer spending revised down
m	UN: Spread Of Polio Is A World Health Emergency
b	SEC Asks Municipal Bond Sellers to Report Disclosure Breach (2)
b	Why Meredith Is Winding Down Ladies' Home Journal
e	Miley Cyrus - Miley Cyrus Axes More Shows As She Remains Hospitalised
e	Did Calvin Klein Really Choose Justin Bieber And Kendall Jenner As New  ...
m	Mom 'Trusting God' for Ebola-Infected US Doctor's Life
b	UPDATE 1-Canada's Amaya Gaming buys PokerStars owner for $4.9 bln
b	ECB Unites With BOE in Call to Ease Asset-Backed Bond Rules (1)
t	Christian Pastors Warn 'Blood Moon' Is An Omen Of Armageddon And Second  ...
b	UPDATE 1-Allergan advises shareholders against Valeant tender offer
b	FOREX-Dollar recoups steep losses vs yen; focus on Fed minutes
b	Caterpillar CEO Oberhelman's pay fell 33 pct in 2013 -SEC filing
e	Anna Wintour Speaks Out About Kim Kardashian's Vogue Cover, Clears Up The  ...
e	Guardians of the Galaxy: They Can Guard My Galaxy Anytime
b	Draghi Warns Stronger Euro Would Compel ECB to Ramp Up Stimulus
e	Two And A Half Men - Angus T. Jones: 'I Was A Paid Hypocrite On Two And A  ...
b	Next Chapter In The Global Banana Trade's Bloody History: 'Walmartization'
b	India services growth hits 17-month high in June
b	NJ unemployment rate holds steady at 7.1 percent
b	RPT-CNPC-Gazprom Deal a Medium-Term Positive for China's Gas Sector
e	The Amazing Spider-man - Andrew Garfield Swings In On School Kids In New  ...
t	Is Google CCTV coming to your living room? Firm set to buy home security firm  ...
e	US justices show little support for Aereo TV in copyright fight
t	This Dead Star May Be A Giant Diamond The Size Of Earth
t	Apple gadgets locked in hacking attack
b	Vietnam Weighs Sea Rights Against China Business: Southeast Asia
b	UPDATE 1-Canadian auto sales set monthly record in May
e	Russell Crowe movie 'Noah' set to take world by storm
b	PRESS DIGEST-Sunday British business - May 4
e	Jamie Lynn Spears Is Reportedly Married, Weds Jamie Watson In New Orleans
t	Deal Done, Microsoft and Nokia Have to Do Together What They Couldn't  ...
e	Melissa McCarthy's children have changed her life
t	New Details Emerge On The New, Neutered Net Neutrality Rules
m	Health Officials Confirm Second MERS Case In U.S.
b	Fewer new generic drugs dent Walgreen profit
t	Vince Cable, the first man on MARS? No, he's just unveiling a red planet  ...
e	Miley Cyrus Resumes 'Bangerz' Tour At London's O2 Arena In Usual Style
t	UPDATE 1-GM recalls 59628 Saturn Aura cars for transmission cable issue
b	Wesfarmers to Sell Insurance Broking to Arthur J. Gallagher (2)
e	Lindsay Lohan - Lindsay Lohan Reveals Secret Miscarriage
e	Rose Byrne keeps comedy streak going
b	Adidas Profit Misses Estimates on Currency Swings, Golf Drop (1)
e	Game Of Thrones Season Finale Preview: Did It Just Get Emotional In Here  ...
t	The 'ultimate solar system' revealed: Astronomer discovers it's possible to have a  ...
b	Detroit Institute of Arts secures $26.8 mln for bankruptcy bargain
t	Caught in the Middle of Amazon's Spat With Hachette
t	UPDATE 2-Apple again seeks decisive US court ruling against Samsung
b	Yellen's Caveats Are Sufficient to Buoy Treasury Bearish Options
t	Outrage from viewers as baby eagle is left to die on wildlife webcam after  ...
t	Apple's Media Strategy Architect Katie Cotton to Retire
e	Miley Cyrus - Miley Cyrus gets tattoo of late dog
e	"Weird Al Drops Pharrell And Robin Thicke Parodies Ahead Of ""Mandatory Fun  ..."
b	CORRECTED-IMF still sees advantage for 'too important to fail' banks
b	Gold Drops as Declining US Jobless Claims Cut Demand
e	Peaches Geldof's Funeral Takes Place In Kent Church Where She Was Married  ...
e	Pharrell Williams wins spot on The Voice after Cee Lo Green's exit
e	"Peaches Geldof's Former Publicist Calls Her ""A Charming Young Lady  ..."
e	Piers Morgan Delivers One Final Blow To Gun Violence In Last Show
b	Ukrainian president seeks truce to push peace plan
m	In US, MERS patients did not spread infection to close contacts -CDC
e	Action, Romance, Crime - 'The Muppets: Most Wanted' Might Just Have It All
e	So, What CAN Kevin Smith Tell Us About His Visit To Star Wars Land?
b	US STOCKS-Futures flat with Dow, S&P at record levels
e	Pregnant and proud! Kourtney Kardashian shows off her baby bump in a gold  ...
e	Jem and the Holograms: With The Cast Announced What Do We Think So Far?
t	The defect was not reported to consumers for years and has been linked to at  ...
m	Children of same-sex couples happier and healthier than those from traditional  ...
e	Orlando Bloom reveals his desire to see son Flynn live in England
b	US STOCKS-Wall St advances; Internet stocks lift Nasdaq
t	Japan to Seek to Revive Its Antarctic Whaling Program After Ban
b	US STOCKS SNAPSHOT-Wall St opens flat after six-day rally
b	North Dakota Production Tops 1 Million Barrels a Day
b	FOREX-Dollar gains on outlook for hawkish Fed, strong US data
m	SEVEN TONS of hummus from Target and Trader Joe's stores recalled over  ...
e	Justin Bieber References Princess Diana Whilst Bemoaning Paparazzi On Twitter
b	Boeing Wins $8.8 Billion BOC Order on Asia Lease Demand
b	UPDATE 1-Shell earnings fall on refinery impairments, cash flow improves
e	So, Should You See 'The Amazing Spider-Man 2' or 'Neighbors' Tonight?
e	Jay Z - Beyoncé secretly house-hunting alone
b	UPDATE 1-Retailer TJX cuts full-year earnings forecast; shares fall
t	GM Ignition Recall-Suit Consolidation Sought Before Toyota Judge
e	Debbie Rowe 'to go to court to gain custody of her and Michael Jackson's  ...
e	Robin Thicke - Robin Thicke: 'I Called New Album Paula Because It Is About  ...
b	GM Defeats Consumer Court Bid to Force Recall Cars to Be Parked
e	Coachella Tickets Among the Hottest, Priciest of This Summer's Music Festivals
